date,state,地区生产总值(亿元),地区生产总值－第一产业(亿元),地区生产总值－第二产业(亿元),地区生产总值－工业(亿元),地区生产总值－建筑业(亿元),地区生产总值－第三产业(亿元),地区生产总值－交通运输、仓储和邮政业(亿元),地区生产总值－批发和零售业(亿元),地区生产总值－金融业(亿元),地区生产总值－房地产业(亿元),地区生产总值－其他服务业(亿元),第一产业占GDP比重(%)(没有单位),第二产业占GDP比重(%)(没有单位),第三产业占GDP比重(%)(没有单位),人均地区生产总值(元),地区生产总值指数（上年＝100）(没有单位),地区生产总值指数－第一产业（上年＝100）(没有单位),地区生产总值指数－第二产业（上年＝100）(没有单位),地区生产总值指数－第三产业（上年＝100）(没有单位),社会消费品零售总额(亿元),,年底人口数(万人)
2008,广西壮族自治区,7021,1453.9,3037.74,2627.39,410.35,2679.94,359.46,614.8,181.32,280.6,1055.17,20.3,42.4,37.4,14966,112.8,105.1,117.4,111.7,2395.8,3756.4125,4816
2008,海南省,1503.06,437.61,434.4,321.18,113.22,587.22,96.53,147.23,26.74,57.31,217.4,30,29.8,40.2,17175,110.3,107.7,107,113.3,463.2,705.4233,854
2008,重庆市,5793.66,575.4,2433.27,2036.4,396.87,2087.99,309.59,449.32,201.3,191.21,824.94,11.3,47.7,41,18025,114.5,106.8,118,112.4,2147.1,3979.5921,2839
2008,四川省,12601.23,2366.15,5790.1,4922.84,867.26,4350,567.51,736.41,459.29,388.42,1838.17,18.9,46.3,34.8,15378,111,103,112.9,108.3,4944.8,7127.813,8138
2008,贵州省,3561.56,547.85,1408.71,1242.56,166.15,1376.84,180.45,208.75,131.2,123.23,650.22,16.4,42.3,41.3,8824,111.3,106.5,108.9,112.9,1075.2,1864.4524,3792.73
2008,云南省,5692.12,1020.94,2451.09,2056.95,394.14,2228.07,222.06,438.06,217.79,219.27,1012.01,17.9,43,39.1,12587,110.6,107.6,111.4,112.1,1764.7,3435.9252,4543
2008,陕西省,7314.58,753.72,3842.08,3293.95,548.13,2255.52,352.57,483.13,208.84,159.81,923.55,11,56.1,32.9,18246,116.4,107.6,118.8,113,2317.1,4614.4216,3762
2008,甘肃省,3166.82,463,1471.43,1221.66,249.77,1241.68,211.11,196.93,72.49,93.8,590.14,14.6,46.3,39.1,12110,110.1,107.2,108.4,113.2,1023.6,1712.7757,2628.12
2008,青海省,1018.62,105.58,529.4,442.85,86.55,326.55,40.72,53.28,30.47,21.48,166.73,11,55.1,34,17389,113.5,103.9,116.5,110,259.7,583.2406,554.3
2008,宁夏回族自治区,1203.92,120,581.24,490.14,91.1,397.27,63.83,56.32,57.25,32.57,168.24,10.9,52.9,36.2,17892,112.6,107.2,114.3,111,295.4,828.8537,617.69
2008,新疆维吾尔自治区,4183.21,691.1,2086.74,1790.7,296.04,1425.57,191.69,224.31,167.26,94.49,684.58,16.4,49.6,33.9,19893,111,106.4,113.9,109.7,1041.5,2259.9746,2130.8
2009,北京市,12153.03,118.29,2855.55,2303.08,552.47,9179.19,556.64,1525.03,1603.63,1062.47,4168.91,1,23.5,75.5,70452,110.2,104.6,110.4,110.2,5309.9,4616.9211,1755
2009,天津市,7521.85,128.85,3987.84,3622.11,365.73,3405.16,471.01,836.84,461.2,308.73,1195.54,1.7,53,45.3,62574,116.5,103.4,118,115.2,2430.8,4738.2019,1228.16
2009,河北省,17235.48,2207.34,8959.83,7983.86,975.97,6068.31,1491.92,1157.8,525.67,612.4,2033.38,12.8,52,35.2,24581,110,103.3,110.5,111.4,5764.9,12269.7999,7034.4
2009,山西省,7358.31,477.59,3993.8,3518.88,474.92,2886.92,523.38,557.86,361.64,173.31,1067.15,6.5,54.3,39.2,21522,105.4,104.2,101.9,110.5,2809,4943.1618,3427.36
2009,内蒙古自治区,9740.25,929.6,5114,4503.33,610.67,3696.65,773.29,915.89,291.1,286.65,1134.99,9.5,52.5,38,40282,116.9,102.3,121.1,115,2855.3,7336.7901,2422.07
2009,辽宁省,15212.49,1414.9,7906.34,6925.63,980.71,5891.25,790.56,1410.33,560.2,605.27,2206.09,9.3,52,38.7,35239,113.1,103.1,115.6,112.1,5812.6,12292.4933,4319
2009,吉林省,7278.75,980.57,3541.92,3054.6,487.32,2756.26,341.76,673.12,180.83,200.14,1202.68,13.5,48.7,37.9,26595,113.6,102.8,117.1,113,2957.3,6411.5984,2739.55
2009,黑龙江省,8587,1154.33,4060.72,3549.73,510.99,3371.95,433.55,757.36,227.54,301.18,1441.32,13.4,47.3,39.3,22447,111.4,105.2,113.1,110.7,3401.8,5028.8297,3826
2009,上海市,15046.45,113.82,6001.78,5408.75,593.03,8930.85,635.01,2183.85,1804.28,1237.56,2831.79,0.8,39.9,59.4,78989,108.2,98.9,103.5,112.2,5173.2,5043.7528,1921
2009,江苏省,34457.3,2261.86,18566.37,16464.94,2101.43,13629.07,1423.25,3579.81,1596.98,2025.39,4325.28,6.6,53.9,39.6,44744,112.4,104.5,112.5,113.6,11484.1,18949.8746,7725
2009,浙江省,22990.35,1163.08,11908.49,10518.21,1390.28,9918.78,888.02,2119.39,1899.33,1316.83,3278.36,5.1,51.8,43.1,44641,108.9,102.4,106.8,112.5,8622.3,10742.321,5180
2009,安徽省,10062.82,1495.45,4905.22,4064.72,840.5,3662.15,467.92,733.19,359.6,497.94,1446.36,14.9,48.7,36.4,16408,112.9,105,116.8,111,3527.8,8990.727,6131
2009,福建省,12236.53,1182.74,6005.3,5106.38,898.92,5048.49,751.42,1043.42,612.2,656.61,1748.86,9.7,49.1,41.3,33840,112.3,104.7,113.7,112.3,4481,6231.2039,3627
2009,江西省,7655.18,1098.66,3919.45,3196.56,722.89,2637.07,394.9,553.89,165.1,305.9,1049.69,14.4,51.2,34.4,17335,113.1,104.5,117.1,110.7,2484.4,6643.1422,4432.1581
2009,山东省,33896.65,3226.64,18901.83,16896.14,2005.69,11768.18,1742.33,3106.24,1044.9,1329.59,3950.63,9.5,55.8,34.7,35894,112.2,104.15,113.9,111.2,12363,19034.5274,9470.3
2009,河南省,19480.46,2769.05,11010.5,9900.27,1110.23,5700.91,823.57,1057.81,499.92,622.98,2170.12,14.2,56.5,29.3,20597,110.9,104.2,112.4,111.1,6746.4,13704.5039,9487
2009,湖北省,12961.1,1795.9,6038.08,5183.68,854.4,5127.12,642.72,979.14,479.11,546.11,2142.23,13.9,46.6,39.6,22677,113.5,105.2,116.8,112.3,5928.4,7866.8891,5720
2009,湖南省,13059.69,1969.69,5687.19,4819.4,867.79,5402.81,704.83,1221.2,402.57,400.11,2369.17,15.1,43.5,41.4,20428,113.7,105,118.9,111.3,4913.7,7703.3812,6406
2009,广东省,39482.56,2010.27,19419.7,18091.56,1328.14,18052.59,1595.34,3907.43,2283.29,2470.63,6850.14,5.1,49.2,45.7,41166,109.7,104.9,109.2,110.8,14891.8,12933.1217,9638
2009,广西壮族自治区,7759.16,1458.49,3381.54,2863.84,517.7,2919.13,378.75,551.14,336.82,348.98,1095.45,18.8,43.6,37.6,16045,113.9,105.2,117.7,113.8,2790.7,5237.2398,4856
2009,海南省,1654.21,462.19,443.43,300.63,142.8,748.59,88.68,168.75,65.73,121.76,243.45,27.9,26.8,45.3,19254,111.7,107.2,112.6,114.1,537.5,988.3153,864.07
2009,重庆市,6530.01,606.8,3448.77,2917.4,531.37,2474.44,347.98,524.36,389.97,229.09,850.16,9.3,52.8,37.9,22920,114.9,105.5,117.9,113.5,2479,5214.2803,2859
2009,四川省,14151.28,2240.61,6711.87,5678.24,1033.63,5198.8,520.71,868.98,524.63,548.14,2330.89,15.8,47.4,36.7,17339,114.5,104,119.5,112.4,5758.7,11371.8725,8185
2009,贵州省,3912.68,550.27,1476.62,1252.67,223.95,1885.79,399.77,293.53,194.44,136.15,708.49,14.1,37.7,48.2,10309,111.4,104.3,112.1,113.1,1247.3,2412.0161,3798
2009,云南省,6169.75,1067.6,2582.53,2088.17,494.36,2519.62,179.45,571.03,351.74,205.14,1050.16,17.3,41.9,40.8,13539,112.1,105.2,113.6,113.1,2051.1,4526.3729,4571
2009,陕西省,8169.8,789.64,4236.42,3501.25,735.17,3143.74,423.24,707.39,336.21,239.92,1261.97,9.7,51.9,38.5,21688,113.6,104.9,113.8,115.3,2699.7,6246.9044,3772
2009,甘肃省,3387.56,497.05,1527.24,1203.7,323.54,1363.27,213.64,231.21,88.27,101.37,640.26,14.7,45.1,40.2,12872,110.3,105.1,111,111.2,1183,2363.0018,2635.46
2009,青海省,1081.27,107.4,575.33,470.33,105,398.54,49.32,66.13,45.63,23.05,199.87,9.9,53.2,36.9,19454,110.1,105,111.3,109.8,300.5,798.23,557.3
2009,宁夏回族自治区,1353.31,127.25,662.32,520.38,141.94,563.74,114.77,74.52,75.54,47.56,225.76,9.4,48.9,41.7,21777,111.9,107.3,114.4,110,339.3,1075.9058,625.2
2009,新疆维吾尔自治区,4277.05,759.74,1929.59,1555.84,373.75,1587.72,209.095,253.6,198.87,115.23,748.67,17.8,45.1,37.1,19942,108.1,104.5,108.5,109.2,1177.5,2725.4512,2158.63
2010,北京市,14113.58,124.36,3388.38,2763.99,624.39,10600.84,712.01,1888.51,1863.61,1006.52,4812.85,0.9,24,75.1,73856,110.3,98.4,113.7,109.3,6229.2989,5402.952,1961.9
2010,天津市,9224.46,145.58,4840.23,4410.85,429.38,4238.65,585.37,1090.68,572.99,377.59,1454.36,1.6,52.5,46,72994,117.4,103.3,120.2,114.2,2860.2,6278.0917,1299.29
2010,河北省,20394.26,2562.81,10707.68,9554.03,1153.65,7123.77,1745.91,1529.26,615.42,697.79,2270.37,12.6,52.5,34.9,28668,112.2,103.5,113.4,113.1,6821.7916,15083.3532,7193.6
2010,山西省,9200.86,554.48,5234,4657.97,576.03,3412.38,654.08,695.51,448.3,192,1190.87,6,56.9,37.1,26283,113.9,106.1,118.3,109.4,3318.1548,6063.1711,3574.1145
2010,内蒙古自治区,11672,1095.28,6367.69,5618.4,749.29,4209.02,875.61,1051.96,346.44,309.25,1293.52,9.4,54.6,36.1,47347,115,106.1,118.2,112.4,3384.004,8926.4611,2472.1786
2010,辽宁省,18457.27,1631.08,9976.82,8789.27,1187.55,6849.37,926.81,1651.66,639.27,733.37,2528.65,8.8,54.1,37.1,42355,114.2,105.8,116.8,112.5,6887.6434,16043.0255,4374.9
2010,吉林省,8667.58,1050.15,4506.31,3929.31,577,3111.12,373.93,753.37,190.12,212.32,1401.37,12.1,52,35.9,31599,113.8,103.7,118.8,110.7,3504.9161,7870.3844,2746.6021
2010,黑龙江省,10368.6,1302.9,5204.11,4608.27,595.84,3861.59,469.31,880.83,288.19,370.79,1612.34,12.6,50.2,37.2,27076,112.7,106.2,114.5,111.8,4039.2185,6812.5591,3833.4024
2010,上海市,17165.98,114.15,7218.32,6536.21,682.11,9833.51,834.4,2594.34,1950.96,1002.5,3184.86,0.7,42.1,57.3,76074,110.3,93.4,116.8,105.7,6070.491,5108.8956,2302.6608
2010,江苏省,41425.48,2540.1,21753.93,19277.65,2476.28,17131.45,1768.3,4447.5,2105.92,2600.95,5497.8,6.1,52.5,41.4,52840,112.7,104.9,113.1,113.3,13606.8431,23184.2827,7869.34
2010,浙江省,27722.31,1360.56,14297.93,12657.78,1640.15,12063.82,1076.67,2646.14,2326.58,1618.17,3872.59,4.9,51.6,43.5,51711,111.9,103.2,112.4,112.3,10245.4076,12376.036,5446.51
2010,安徽省,12359.33,1729.02,6436.62,5407.4,1029.22,4193.68,527.02,887.66,396.17,532.17,1656.88,14,52.1,33.9,20888,114.6,104.6,120.7,110.1,4197.6958,11542.938,5956.7096
2010,福建省,14737.12,1363.67,7522.83,6397.71,1125.12,5850.62,871.16,1310.94,767.58,679.03,1955.44,9.3,51,39.7,40025,113.9,103.3,118.1,110.6,5310.027,8199.1248,3693
2010,江西省,9451.26,1206.98,5122.88,4286.76,836.12,3121.4,446.22,666.89,241.49,340.56,1225.53,12.8,54.2,33,21253,114,104,118.2,111.2,2956.2473,8772.2717,4462.2489
2010,山东省,39169.92,3588.28,21238.49,18861.45,2377.04,14343.14,1971,4257.4,1361.45,1622.15,4460.17,9.2,54.2,36.6,41106,112.3,103.6,112.8,113.5,14620.3436,23280.5154,9587.8641
2010,河南省,23092.36,3258.09,13226.38,11950.88,1275.5,6607.89,873.3,1293.5,697.68,773.23,2364.95,14.1,57.3,28.6,24446,112.5,104.5,114.8,111.4,8004.2238,16585.8591,9405.4697
2010,湖北省,15967.61,2147,7767.24,6726.53,1040.71,6053.37,753.61,1291.68,561.27,564.41,2497.29,13.4,48.6,37.9,27906,114.8,104.6,120.2,111.3,7013.8517,10262.697,5727.9143
2010,湖南省,16037.96,2325.5,7343.19,6305.11,1038.08,6369.27,832.28,1434.68,463.16,464.21,2820.03,14.5,45.8,39.7,24719,114.6,104.3,120.2,111.7,5839.4998,9663.5841,6570.1
2010,广东省,46013.06,2286.98,23014.53,21462.72,1551.81,20711.55,1825.29,4647.76,2658.76,2813.95,7690.94,5,50,45,44736,112.4,104.5,114.7,110.6,17458.444,15623.6976,10440.9641
2010,广西壮族自治区,9569.85,1675.06,4511.68,3860.46,651.22,3383.11,480.17,656.83,384.53,405.79,1214.46,17.5,47.1,35.4,20219,114.2,104.6,120.5,111.1,3311.9968,7057.5552,4610
2010,海南省,2064.5,539.83,571,385.21,185.79,953.67,101.9,220.65,78.12,188.33,295.22,26.1,27.7,46.2,23831,116,106.3,119.2,120.1,639.2863,1317.0434,868.5512
2010,重庆市,7925.58,685.38,4359.12,3697.83,661.29,2881.08,389.55,624.33,496.56,266.38,962.15,8.6,55,36.4,27596,117.1,106.1,122.7,112.4,2938.5769,6688.9139,2884.62
2010,四川省,17185.48,2482.89,8672.18,7431.45,1240.73,6030.41,573.75,1016.03,654.7,558.56,2748.95,14.4,50.5,35.1,21182,115.1,104.4,122,110.2,6810.0715,13116.7166,8044.92
2010,贵州省,4602.16,625.03,1800.06,1516.87,283.19,2177.07,480.32,367.52,231.51,139.64,777.35,13.6,39.1,47.3,13119,112.8,104.7,116.6,112.1,1482.6803,3104.918,3478.9408
2010,云南省,7224.18,1108.38,3223.49,2604.07,619.42,2892.31,193.26,685.38,375.08,223.45,1224.8,15.3,44.6,40,15752,112.3,104.2,115.8,111.5,2542.4,5528.7146,4601.6
2010,陕西省,10123.48,988.45,5446.1,4558.97,887.13,3688.93,474.6,856.65,384.75,315.95,1438.82,9.8,53.8,36.4,27133,114.6,105.8,118,112.1,3195.6725,7963.6658,3735.2267
2010,甘肃省,4120.75,599.28,1984.97,1602.87,382.1,1536.5,227.18,272.13,100.54,110.02,729.23,14.5,48.2,37.3,16113,111.8,105.5,115.3,109.9,1394.5354,3158.3401,2559.98
2010,青海省,1350.43,134.92,744.63,613.65,130.98,470.88,61.26,81.44,54.53,25.41,231.94,10,55.1,34.9,24115,115.3,105.9,119.3,112.1,350.8263,1016.8686,563
2010,宁夏回族自治区,1689.65,159.29,827.91,643.05,184.86,702.45,145.17,89.5,97.87,60.53,278.38,9.4,49,41.6,26860,113.5,107.4,116,111.6,403.6125,1444.1606,632.96
2010,新疆维吾尔自治区,5437.47,1078.63,2592.15,2161.39,430.76,1766.69,222.47,276.28,225.2,143.44,831.24,19.8,47.7,32.5,25034,110.6,104.5,112.6,110.8,1375.1346,3423.2441,2185.11
2011,北京市,16251.93,136.27,3752.48,3048.79,703.69,12363.18,808.95,2139.65,2215.41,1074.93,5775.82,0.8,23.1,76.1,81658,108.1,100.9,106.7,108.7,6900.3243,5578.9271,2018.6
2011,天津市,11307.28,159.72,5928.32,5430.84,497.48,5219.24,632.1,1463.89,756.5,411.46,1760.77,1.4,52.4,46.2,85213,116.4,103.8,118.3,114.7,3395.0561,7067.6653,1355
2011,河北省,24515.76,2905.73,13126.86,11770.38,1356.48,8483.17,2046.22,1780.63,746.01,918.02,2653.38,11.9,53.5,34.6,33969,111.3,104.2,113.4,110.5,8035.5009,16389.3255,7240.51
2011,山西省,11237.55,641.42,6635.26,5959.96,675.3,3960.87,756.29,846.65,519.32,224.91,1352.37,5.7,59,35.2,31357,113,106.1,116.5,108.7,3903.4115,7073.0613,3593
2011,内蒙古自治区,14359.88,1306.3,8037.69,7101.6,936.09,5015.89,1040.03,1216.6,447.46,384.76,1545.41,9.1,56,34.9,57974,114.3,105.9,117.1,112.4,3991.7091,10365.1692,2481.71
2011,辽宁省,22226.7,1915.57,12152.15,10696.54,1455.61,8158.98,1143.17,1960.33,755.57,876.12,2987.66,8.6,54.7,36.7,50760,112.2,106.5,114.1,111,8095.3216,17726.2865,4383
2011,吉林省,10568.83,1277.44,5611.48,4917.95,693.53,3679.91,420.98,860.47,207.65,238.61,1746.51,12.1,53.1,34.8,38460,113.8,105.1,117.7,111,4119.8175,7441.71,2749.41
2011,黑龙江省,12582,1701.5,6330.53,5602.76,727.77,4549.97,543.81,1060.26,350.82,465.61,1853.67,13.5,50.3,36.2,32819,112.3,106.2,113.2,113.2,4750.133,7475.3845,3834
2011,上海市,19195.69,124.94,7927.89,7208.59,719.3,11142.86,868.31,3040.99,2277.4,1019.68,3657.14,0.7,41.3,58,82560,108.2,99.3,106.3,109.6,6814.8106,4962.0742,2347.46
2011,江苏省,49110.27,3064.77,25203.28,22280.61,2922.67,20842.21,2127.93,5341.39,2600.11,2747.89,7105.77,6.2,51.3,42.4,62290,111,104,111.7,111.1,15988.3843,26692.6245,7898.8
2011,浙江省,32318.85,1583.04,16555.58,14683.03,1872.55,14180.23,1206.95,3288.53,2730.29,1677.13,4657.08,4.9,51.2,43.9,59249,109,103.6,109.2,109.5,12028.0043,14185.2838,5463
2011,安徽省,15300.65,2015.31,8309.38,7062,1247.38,4975.95,589.82,1050.61,503.85,634.92,1944.15,13.2,54.3,32.5,25659,113.5,104,118,110.6,4955.1396,12455.6893,5968
2011,福建省,17560.18,1612.24,9069.2,7675.09,1394.11,6878.74,963.85,1511.29,862.41,911.16,2329.68,9.2,51.6,39.2,47377,112.3,104.4,116.2,109.1,6276.1676,9910.8906,3720
2011,江西省,11702.82,1391.07,6390.55,5411.86,978.69,3921.2,507.44,831.97,357.44,402.51,1551.55,11.9,54.6,33.5,26150,112.5,104.2,115.2,111.1,3485.0588,9087.5985,4488.4367
2011,山东省,45361.85,3973.85,24017.11,21275.89,2741.22,17370.89,2328.38,5400.19,1640.41,1838.14,5282.2,8.8,52.9,38.3,47335,110.9,104,111.7,111.3,17155.4948,26749.6777,9637
2011,河南省,26931.03,3512.24,15427.08,13949.32,1477.76,7991.72,961.5,1586.09,868.2,987,2790.94,13,57.3,29.7,28661,111.9,103.7,113.2,113.4,9453.6022,17768.9528,9388
2011,湖北省,19632.26,2569.3,9815.94,8538.04,1277.9,7247.02,869.48,1512.89,674.57,634.67,3108.89,13.1,50,36.9,34197,113.8,104.4,117.9,112,8275.1613,12557.3401,5757.5
2011,湖南省,19669.56,2768.03,9361.99,8122.75,1239.24,7539.54,948.82,1662.34,501.09,518.04,3502.38,14.1,47.6,38.3,29880,112.8,104.2,117,111,6884.7291,11880.9154,6595.6
2011,广东省,53210.28,2665.2,26447.38,24649.6,1797.78,24097.7,2090.36,5681.17,2916.13,3321.31,8896.45,5,49.7,45.3,50807,110,104.2,110.5,110,20297.5152,17069.2048,10504.8488
2011,广西壮族自治区,11720.87,2047.23,5675.32,4851.37,823.95,3998.33,588.2,803.48,445.37,465.68,1387.72,17.5,48.4,34.1,25326,112.3,104.8,116.4,110.5,3908.2299,7990.6554,4645
2011,海南省,2522.66,659.23,714.5,475.04,239.46,1148.93,119.74,258.06,105.24,208.71,367.43,26.1,28.3,45.5,28898,112,106.2,115.3,113.3,759.5347,1657.2337,877.34
2011,重庆市,10011.37,844.52,5543.04,4690.46,852.58,3623.81,456.25,747.3,704.66,396.28,1153.01,8.4,55.4,36.2,34500,116.4,105.1,121.8,110.8,3487.796,7473.3787,2919
2011,四川省,21026.68,2983.51,11029.13,9491.05,1538.08,7014.04,638.76,1186.58,868.15,620.62,3137.3,14.2,52.5,33.4,26133,115,104.5,120.6,111.2,8006.5836,14222.2223,8050
2011,贵州省,5701.84,726.22,2194.33,1829.2,365.13,2781.29,590.91,448.77,297.27,160.3,1059.64,12.7,38.5,48.8,16413,115,101.2,117.9,116.5,1751.6261,4235.9221,3468.72
2011,云南省,8893.12,1411.01,3780.32,2994.3,786.02,3701.79,217.22,932.21,456.23,222.31,1595.62,15.9,42.5,41.6,19265,113.7,106,117.9,112,3038.0812,6190.9988,4630.8
2011,陕西省,12512.3,1220.9,6935.59,5857.92,1077.67,4355.81,552.54,1036.35,432.11,398.03,1669.86,9.8,55.4,34.8,33464,113.9,105.9,116.4,112.5,3789.9852,9431.0817,3742.6
2011,甘肃省,5020.37,678.75,2377.83,1923.95,453.88,1963.79,280.33,351.97,145.05,134.25,928.57,13.5,47.4,39.1,19595,112.52,105.9,115.2,111.6,1648.0067,3965.7903,2564.19
2011,青海省,1670.44,155.08,975.18,811.73,163.45,540.18,67.53,93.7,62.56,29.05,268.41,9.3,58.4,32.3,29522,113.5,104.8,117.4,109.7,410.4504,1435.5769,568.17
2011,宁夏回族自治区,2102.21,184.14,1056.15,816.79,239.36,861.92,174.1,109.99,134.18,79.01,327.49,8.8,50.2,41,33043,112.1,105.1,117.6,107.2,477.5815,1644.7418,639.45
2011,新疆维吾尔自治区,6610.05,1139.03,3225.9,2700.2,525.7,2245.12,256.72,371.9,288.77,176.22,1073.64,17.2,48.8,34,30087,112,106.5,112,115.2,1616.2925,4632.1427,2208.71
2012,北京市,17879.4,150.2,4059.27,3294.32,764.95,13669.93,816.31,2229.77,2536.91,1244.17,6469.71,0.84,22.7,76.46,87475,107.7,103.2,107.5,107.9,7702.8168,6112.3714,2069.3
2012,天津市,12893.88,171.6,6663.82,6123.06,540.76,6058.46,683.56,1680.33,1001.59,449.65,2021.15,1.33,51.68,46.99,93173,113.8,103,115.2,112.6,3921.4286,7934.7828,1413.15
2012,河北省,26575.01,3186.66,14003.57,12511.6,1491.97,9384.78,2212.93,2024.29,913.66,982.05,2862.98,11.99,52.69,35.31,36584,109.6,104,111.5,108.6,9254.0346,19661.2832,7287.51
2012,山西省,12112.83,698.32,6731.56,6023.55,708.01,4682.95,847.44,991.08,639.61,301.88,1603.27,5.77,55.57,38.66,33628,110.1,106.3,110.8,109.7,4506.8057,8863.2642,3610.83
2012,内蒙古自治区,15880.5788,1448.58,8801.5,7735.78,1065.71,5630.5,1185.3,1415.47,502.01,385.22,1708.56,9.12,55.42,35.46,63886,111.5,105.6,113.3,110,4572.5464,11875.7409,2489.85
2012,辽宁省,24846.43,2155.82,13230.49,11605.07,1625.42,9460.12,1297.18,2191.19,969.37,1050.03,3464.86,8.68,53.25,38.07,56649,109.5,105.1,109.8,110.1,9346.5699,21836.2831,4389
2012,吉林省,11939.24,1412.11,6376.77,5582.48,794.29,4150.36,462.13,986.46,244.63,240.86,1975.58,11.83,53.41,34.76,43415,112,105.3,114,111.3,4772.9404,9511.5371,2750.4
2012,黑龙江省,13691.58,2113.66,6037.61,5240.65,796.96,5540.31,598.78,1339.05,485.11,522.27,2227.7,15.44,44.1,40.47,35711,110,106.5,110.3,110.8,5491.0211,9694.7461,3834
2012,上海市,20181.72,127.8,7854.77,7097.76,757.01,12199.15,895.31,3291.93,2450.36,1147.04,4116.11,0.63,38.92,60.45,85373,107.5,100.5,103.1,110.6,7412.3167,5117.6156,2380.43
2012,江苏省,54058.22,3418.29,27121.95,23908.47,3213.48,23517.98,2352.4,5704.66,3136.51,2992.82,8286.38,6.32,50.17,43.5,68347,110.1,104.6,111.1,109.7,18331.3268,30854.2394,7919.98
2012,浙江省,34665.33,1667.88,17316.32,15338.02,1978.3,15681.13,1278.91,3684.34,2762.24,1927.93,5371.97,4.81,49.95,45.24,63374,108,102,107.3,109.4,13588.3422,17649.3612,5477
2012,安徽省,17212.0506,2178.73,9404.84,8025.84,1379,5628.48,650.21,1223.97,617.62,665.76,2201.97,12.66,54.64,32.7,28792,112.1,105.5,114.4,111,5736.5558,15425.8327,5988
2012,福建省,19701.78,1776.71,10187.94,8541.94,1646,7737.13,1090.07,1670.26,1015.37,1039.71,2584.24,9.02,51.71,39.27,52763,111.4,104.2,114.3,109.1,7256.5428,12439.9351,3748
2012,江西省,12948.88,1520.23,6942.59,5828.2,1114.39,4486.06,630.56,935.94,413.07,421.83,1773.82,11.74,53.62,34.64,28800,111,104.6,113.1,109.5,4027.2499,10774.1579,4503.9321
2012,山东省,50013.2449,4281.7,25735.73,22798.33,2937.4,19995.81,2516.19,6507.4,1936.11,1984.49,5992.16,8.56,51.46,39.98,51768,109.8,104.7,110.5,109.8,19651.9445,31255.9773,9684.97
2012,河南省,29599.31,3769.54,16672.2,15017.56,1654.64,9157.57,1151.91,1877.82,1013.6,1040.7,3175.18,12.74,56.33,30.94,31499,110.1,104.5,111.4,110.2,10915.6152,21449.9985,9406
2012,湖北省,22250.45,2848.77,11193.1,9735.15,1457.95,8208.58,934.96,1687.52,870.36,692.82,3510.9,12.8,50.31,36.89,38572,111.3,104.7,113.2,110.8,9562.5023,15578.2914,5779
2012,湖南省,22154.2275,3004.21,10506.42,9138.5,1367.92,8643.6,1077.65,1849.04,579.76,568.52,4107.93,13.56,47.42,39.02,33480,111.3,103,112.8,112.2,7921.8885,14523.2404,6638.93
2012,广东省,57067.9177,2847.26,27700.97,25810.07,1890.9,26519.69,2367.46,6333.62,3171.96,3643.87,9694.37,4.99,48.54,46.47,54095,108.2,103.8,107.3,109.5,22677.1128,18751.4679,10594
2012,广西壮族自治区,13035.1015,2172.37,6247.43,5279.26,968.17,4615.3,625.57,982.18,573.05,489.43,1580.59,16.67,47.93,35.41,27952,111.3,105.6,114.2,109.8,4516.586,9808.6135,4682
2012,海南省,2855.54,711.54,804.47,521.15,283.32,1339.53,133.4,300.52,130.69,238.11,437.85,24.92,28.17,46.91,32377,109.1,106.3,111,109.5,870.8358,2145.3794,886.55
2012,重庆市,11409.6,940.01,5975.18,4981.01,994.17,4494.41,515.15,847.99,915.65,620.17,1405.47,8.24,52.37,39.39,38914,113.6,105.3,115.6,112,4033.6941,8736.1666,2945
2012,四川省,23872.8,3297.21,12333.28,10550.53,1782.75,8242.31,707.19,1342.25,1303.56,703.51,3564.08,13.81,51.66,34.53,29608,112.6,104.5,115.2,111.6,9268.606,17039.9763,8076.2
2012,贵州省,6852.2,891.91,2677.54,2217.06,460.48,3282.75,687.45,514.49,365.87,176.75,1271.61,13.02,39.08,47.91,19710,113.6,108.6,116.8,112.1,2027.6472,5717.8049,3484.07
2012,云南省,10309.47,1654.55,4419.2,3450.72,968.48,4235.72,247.53,1039.64,541.18,243.03,1833.67,16.05,42.87,41.09,22195,113,106.7,116.7,110.9,3511.6477,7831.13,4659
2012,陕西省,14453.68,1370.16,8073.87,6847.41,1226.46,5009.65,617.39,1166.9,551.2,450.12,1911.77,9.48,55.86,34.66,38564,112.9,106,114.8,111.6,4383.7517,12044.5492,3753.09
2012,甘肃省,5650.204,780.5,2600.09,2070.24,529.85,2269.61,319.66,398.52,184.43,146.32,1079,13.81,46.02,40.17,21978,112.6,106.8,114.2,112.5,1906.5413,5145.0277,2577.55
2012,青海省,1893.54,176.91,1092.34,895.89,196.45,624.29,71.87,109.44,83.73,31.41,306.45,9.34,57.69,32.97,33181,112.3,105.2,114.1,111.1,476.0405,1883.422,573.17
2012,宁夏回族自治区,2341.29,199.4,1159.37,878.63,280.74,982.52,196.49,124.66,167.48,87.51,363.71,8.52,49.52,41.96,36394,111.5,105.8,113.8,109.7,548.8341,2096.8642,647.19
2012,新疆维吾尔自治区,7505.31,1320.57,3481.56,2850.06,631.5,2703.18,357.9,426.65,360.4,194.38,1255.46,17.6,46.39,36.02,33796,112,107,113.7,112.3,1858.5877,6158.775,2232.78
