date,state,gdp,gdp_1st,gdp_2nd,gdp_3rd,avg_gdp,pop
2001,Guizhou,1133.27,274.17,419.74,390.99,2895.2902,3799.0
2002,Guizhou,1243.43,280.83,474.68,429.53,3153.0,3837.0
2003,Guizhou,1426.34,298.37,579.31,478.43,3603.0,3869.66
2004,Guizhou,1677.8,334.11,714.66,543.13,4215.0,3904.0
2005,Guizhou,2005.42,368.94,826.63,783.49,5051.96,3730.0
2006,Guizhou,2338.98,393.17,980.78,908.05,5787.0,3757.18
2007,Guizhou,2884.11,446.38,1148.27,1147.25,6915.0,3762.0
2008,Guizhou,3561.56,547.85,1408.71,1376.84,8824.0,3792.73
2009,Guizhou,3912.68,550.27,1476.62,1885.79,10309.0,3798.0
2010,Guizhou,4602.16,625.03,1800.06,2177.07,13119.0,3478.9408
2011,Guizhou,5701.84,726.22,2194.33,2781.29,16413.0,3468.72
2012,Guizhou,6852.2,891.91,2677.54,3282.75,19710.0,3484.07
2013,Guizhou,8086.86,1029.05,3243.7,3734.04,23151.0,3502.22
2014,Guizhou,9266.39,1280.45,3857.44,4128.5,26437.0,3508.04
2015,Guizhou,10502.56,1640.61,4147.83,4714.12,29847.2478,3529.5
2016,Guizhou,11776.73,1846.19,4669.53,5261.01,33246.0,3555.0
2017,Guizhou,13540.8256,2032.2737,5428.1389,6080.42,37956.0633,3580.0
2018,Guizhou,14806.45,2159.54,5755.54,6891.37,41243.5933,3600.0
2019,Guizhou,16769.34,2280.56,6058.45,8430.33,46433.0,3623.0
2001,Hainan,558.4137,201.79,111.25,232.92,7135.0,796.0
2002,Hainan,621.974,228.95,125.33,249.85,7803.0,803.0
2003,Hainan,693.2,248.33,151.16,271.44,8316.0,810.52
2004,Hainan,798.9,283.84,180.41,305.11,9450.0,818.0
2005,Hainan,897.99,300.75,220.07,373.75,10871.0,828.0
2006,Hainan,1044.91,344.48,287.86,420.51,12654.0,836.0
2007,Hainan,1254.17,361.07,364.26,497.95,14555.0,845.0
2008,Hainan,1503.06,437.61,434.4,587.22,17175.0,854.0
2009,Hainan,1654.21,462.19,443.43,748.59,19254.0,864.07
2010,Hainan,2064.5,539.83,571.0,953.67,23831.0,868.5512
2011,Hainan,2522.66,659.23,714.5,1148.93,28898.0,877.34
2012,Hainan,2855.54,711.54,804.47,1339.53,32377.0,886.55
2013,Hainan,3177.56,756.47,871.29,1518.7,35663.0,895.28
2014,Hainan,3500.72,809.52,875.97,1815.23,38923.7,903.48
2015,Hainan,3702.76,854.72,875.82,1972.22,40818.0,910.82
2016,Hainan,4053.2,948.35,905.95,2198.9,44347.0,917.0
2017,Hainan,4462.54,962.84,996.35,2503.35,48430.0,926.0
2018,Hainan,4832.05,1000.11,1095.79,2736.15,51955.2922,934.0
2019,Hainan,5308.93,1080.36,1099.03,3129.54,56506.83,945.0
2001,Hebei,5516.76,913.9,2767.41,1896.47,8362.0,6699.0
2002,Hebei,6018.28,957.01,3046.0,2119.52,9115.0,6735.0
2003,Hebei,6921.29,1064.33,3657.19,2377.04,10513.239,6769.44
2004,Hebei,8477.63,1370.4,4635.23,2763.16,12918.0,6809.0
2005,Hebei,10012.11,1503.07,5232.5,3360.54,14782.2597,6851.0
2006,Hebei,11467.6,1606.48,6115.01,3938.94,16962.0,6898.0
2007,Hebei,13607.32,1804.72,7241.8,4662.98,19877.0,6943.0
2008,Hebei,16011.97,2034.6,8777.42,5376.59,23239.0,6988.82
2009,Hebei,17235.48,2207.34,8959.83,6068.31,24581.0,7034.4
2010,Hebei,20394.26,2562.81,10707.68,7123.77,28668.0,7193.6
2011,Hebei,24515.76,2905.73,13126.86,8483.17,33969.0,7240.51
2012,Hebei,26575.01,3186.66,14003.57,9384.78,36584.0,7287.51
2013,Hebei,28442.95,3500.42,14762.1,10038.89,38909.0,7332.61
2014,Hebei,29421.15,3447.46,15012.85,10960.84,39984.0,7383.75
2015,Hebei,29806.11,3439.45,14386.87,11979.79,40255.0,7424.92
2016,Hebei,32070.45,3492.81,15256.93,13320.71,43062.0,7470.0
2017,Hebei,34016.32,3129.98,15846.21,15040.13,45387.0,7519.52
2018,Hebei,36010.27,3338.0,16040.06,16632.21,47772.2207,7556.0
2019,Hebei,35104.52,3518.44,13597.26,17988.82,46347.89,7592.0
2001,Heilongjiang,3390.13,409.3,1998.74,1152.96,9348.9105,3811.0
2002,Heilongjiang,3637.2,447.0,2169.15,1266.01,10184.0,3813.0
2003,Heilongjiang,4057.4,500.8,2532.45,1396.75,11615.1,3815.0
2004,Heilongjiang,4750.6,587.7563,3155.3325,1559.9154,13897.0,3817.0
2005,Heilongjiang,5513.7,684.6,2971.68,1855.22,14434.0561,3820.0
2006,Heilongjiang,6211.8,737.59,3365.31,2086.0,16195.0,3823.0
2007,Heilongjiang,7104.0,915.38,3695.58,2454.04,18478.0,3824.0
2008,Heilongjiang,8314.37,1089.1,4365.9,2855.0,21727.0,3825.39
2009,Heilongjiang,8587.0,1154.33,4060.72,3371.95,22447.0,3826.0
2010,Heilongjiang,10368.6,1302.9,5204.11,3861.59,27076.0,3833.4024
2011,Heilongjiang,12582.0,1701.5,6330.53,4549.97,32819.0,3834.0
2012,Heilongjiang,13691.58,2113.66,6037.61,5540.31,35711.0,3834.0
2013,Heilongjiang,14454.9056,2516.79,5918.22,5947.92,37696.9665,3835.02
2014,Heilongjiang,15039.3764,2611.36,5544.4064,6883.61,39226.3339,3833.0
2015,Heilongjiang,15083.67,2633.5,4798.08,7652.09,39461.5644,3811.7
2016,Heilongjiang,15386.09,2670.46,4400.69,8314.94,40432.0,3799.0
2017,Heilongjiang,15902.6817,2965.25,4060.6017,8876.83,41916.0,3788.7
2018,Heilongjiang,16361.62,3000.96,4030.94,9329.72,43274.4056,3773.0
2019,Heilongjiang,13612.68,3182.45,3615.21,6815.03,36182.77,3751.0
2001,Henan,5533.01,1234.34,2659.04,1746.73,5923.552,9555.0
2002,Henan,6035.48,1288.36,2951.06,1929.31,6436.0,9613.0
2003,Henan,6867.7,1239.7,3551.94,2256.95,7570.1751,9667.0
2004,Henan,8553.79,1647.48,4515.35,2652.26,9470.0,9717.0
2005,Henan,10587.42,1892.01,5514.14,3181.27,11346.498,9380.0
2006,Henan,12362.79,2049.92,6724.61,3721.44,13313.0,9392.0
2007,Henan,15012.46,2217.66,8282.83,4511.97,16012.0,9360.0
2008,Henan,18018.53,2658.8,10477.92,5271.06,19593.0,9429.0
2009,Henan,19480.46,2769.05,11010.5,5700.91,20597.0,9487.0
2010,Henan,23092.36,3258.09,13226.38,6607.89,24446.0,9405.4697
2011,Henan,26931.03,3512.24,15427.08,7991.72,28661.0,9388.0
2012,Henan,29599.31,3769.54,16672.2,9157.57,31499.0,9406.0
2013,Henan,32191.2999,4058.98,17806.39,10290.49,34211.4883,9413.35
2014,Henan,34938.24,4160.01,17816.56,12961.67,37071.7173,9436.0
2015,Henan,37002.16,4209.56,17917.37,14875.23,39122.61,9480.0
2016,Henan,40471.79,4286.21,19275.82,16909.76,42575.0,9532.0
2017,Henan,44552.83,4139.29,21105.52,19308.02,46674.0,9559.13
2018,Henan,48055.86,4289.38,22034.83,21731.65,50152.2229,9605.0
2019,Henan,54259.2,4635.4,23605.79,26018.01,56387.84,9640.0
2001,Hubei,3880.53,692.17,2313.66,1656.45,7813.07,5975.0
2002,Hubei,4212.82,707.0,2446.05,1822.58,8319.0,5988.0
2003,Hubei,4757.45,798.35,2580.58,2022.78,9010.7,6001.7
2004,Hubei,5633.24,1020.09,2994.67,2295.16,10500.0,6016.0
2005,Hubei,6590.19,1082.13,2810.01,2628.0,11431.0,5710.0
2006,Hubei,7617.47,1140.41,3365.08,3075.83,13296.0,5693.0
2007,Hubei,9333.4,1378.0,3966.68,3886.0,16206.0,5699.0
2008,Hubei,11328.89,1780.0,4963.61,4586.77,19860.0,5711.0
2009,Hubei,12961.1,1795.9,6038.08,5127.12,22677.0,5720.0
2010,Hubei,15967.61,2147.0,7767.24,6053.37,27906.0,5727.9143
2011,Hubei,19632.26,2569.3,9815.94,7247.02,34197.0,5757.5
2012,Hubei,22250.45,2848.77,11193.1,8208.58,38572.0,5779.0
2013,Hubei,24791.83,3098.16,12171.56,9398.77,42825.76,5799.0
2014,Hubei,27379.2176,3176.89,12852.4003,11349.9273,47144.6,5816.0
2015,Hubei,29550.1881,3309.84,13503.5569,12736.7912,50653.85,5851.5
2016,Hubei,32665.38,3659.33,14654.38,14351.67,55665.0,5885.0
2017,Hubei,35478.09,3528.96,15441.75,16507.38,60199.0,5902.0
2018,Hubei,39366.55,3547.51,17088.95,18730.09,66615.7035,5917.0
2019,Hubei,45828.31,3809.09,19098.62,22920.6,77386.54,5927.0
2001,Hunan,3831.9,825.73,1573.0,1584.27,6054.0,6596.0
2002,Hunan,4151.54,847.25,1737.2,1756.49,6565.0,6629.0
2003,Hunan,4659.99,886.47,1794.21,1958.05,7554.0,6662.8
2004,Hunan,5641.94,1155.85,2214.41,2242.0,9117.0,6698.0
2005,Hunan,6596.1,1274.15,2596.71,2640.48,10426.0,6326.0
2006,Hunan,7688.67,1332.23,3151.7,3084.96,11950.0,6342.0
2007,Hunan,9439.6,1626.52,3916.44,3657.04,14492.0,6355.0
2008,Hunan,11555.0,2007.4,4933.08,4216.16,17521.0,6380.0
2009,Hunan,13059.69,1969.69,5687.19,5402.81,20428.0,6406.0
2010,Hunan,16037.96,2325.5,7343.19,6369.27,24719.0,6570.1
2011,Hunan,19669.56,2768.03,9361.99,7539.54,29880.0,6595.6
2012,Hunan,22154.2275,3004.21,10506.42,8643.6,33480.0,6638.93
2013,Hunan,24621.67,3099.23,11517.35,9885.09,36943.0,6690.6
2014,Hunan,27037.3212,3148.7453,12482.0641,11406.5118,40270.5443,6737.24
2015,Hunan,28902.2139,3331.6211,12810.8214,12759.7713,42753.86,6783.03
2016,Hunan,31551.37,3578.37,13341.17,14631.83,46382.0,6822.0
2017,Hunan,33902.96,2998.4,14145.49,16759.07,49558.0,6860.15
2018,Hunan,36425.78,3083.59,14453.54,18888.65,52948.6035,6899.0
2019,Hunan,39752.12,3646.95,14946.98,21158.19,57540.26,6918.0
2001,Inner Mongolia,1713.81,358.89,626.47,560.43,6462.5219,2377.0
2002,Inner Mongolia,1940.94,374.69,728.34,631.28,7241.0,2379.0
2003,Inner Mongolia,2388.38,420.0993,973.9356,756.38,8974.6459,2379.61
2004,Inner Mongolia,3041.07,506.07,1332.4728,873.5345,11305.0,2384.0
2005,Inner Mongolia,3905.03,589.56,1773.21,1532.78,16330.8187,2403.0
2006,Inner Mongolia,4944.25,649.62,2327.44,1814.42,20053.0,2397.0
2007,Inner Mongolia,6423.18,762.1,3154.56,2174.46,25393.0,2405.0
2008,Inner Mongolia,8496.2,906.98,4271.03,2583.79,32214.0,2413.73
2009,Inner Mongolia,9740.25,929.6,5114.0,3696.65,40282.0,2422.07
2010,Inner Mongolia,11672.0,1095.28,6367.69,4209.02,47347.0,2472.1786
2011,Inner Mongolia,14359.88,1306.3,8037.69,5015.89,57974.0,2481.71
2012,Inner Mongolia,15880.5788,1448.58,8801.5,5630.5,63886.0,2489.85
2013,Inner Mongolia,16916.5029,1599.41,9084.19,6148.78,67835.6008,2497.61
2014,Inner Mongolia,17770.1888,1627.852,9119.79,7022.5468,71046.3688,2504.81
2015,Inner Mongolia,17831.5088,1617.4219,9000.577,7213.5099,71100.5442,2511.04
2016,Inner Mongolia,18128.1,1637.39,8553.63,7937.08,72064.0,2520.0
2017,Inner Mongolia,16096.21,1649.77,6399.68,8046.76,63764.0,2529.0
2018,Inner Mongolia,17289.22,1753.82,6807.3,8728.1,68302.0,2534.0
2019,Inner Mongolia,17212.53,1863.19,6818.88,8530.46,67852.13,2540.0
2001,Jiangsu,9456.84,1082.43,4907.46,3522.02,12922.0,7355.0
2002,Jiangsu,10606.85,1119.12,5550.98,3961.65,14391.0,7381.0
2003,Jiangsu,12442.87,1106.35,6787.11,4567.37,16809.0,7405.82
2004,Jiangsu,15003.6,1315.38,8716.1069,5371.6777,20705.0,7433.0
2005,Jiangsu,18598.69,1461.49,10355.03,6489.14,24560.0,7588.0
2006,Jiangsu,21742.05,1545.01,12250.84,7849.23,28814.0,7550.0
2007,Jiangsu,26018.48,1816.24,14306.4,9618.52,33928.0,7625.0
2008,Jiangsu,30981.98,2100.0,16663.81,11548.8,39622.0,7677.3
2009,Jiangsu,34457.3,2261.86,18566.37,13629.07,44744.0,7725.0
2010,Jiangsu,41425.48,2540.1,21753.93,17131.45,52840.0,7869.34
2011,Jiangsu,49110.27,3064.77,25203.28,20842.21,62290.0,7898.8
2012,Jiangsu,54058.22,3418.29,27121.95,23517.98,68347.0,7919.98
2013,Jiangsu,59753.37,3646.08,29094.03,26421.64,75354.0,7939.49
2014,Jiangsu,65088.32,3634.33,30854.5,30599.49,81874.0,7960.06
2015,Jiangsu,70116.38,3986.05,32044.45,34085.88,87995.0,7976.3
2016,Jiangsu,77388.28,4077.18,34619.5,38691.6,96887.0,7999.0
2017,Jiangsu,85869.76,4045.16,38654.87,43169.73,107150.0,8029.3
2018,Jiangsu,92595.4,4141.72,41248.52,47205.16,115168.408,8051.0
2019,Jiangsu,99631.52,4296.28,44270.51,51064.73,123607.0,8070.0
2001,Jiangxi,2175.68,506.0,788.12,881.56,5221.0,4186.0
2002,Jiangxi,2450.48,535.98,951.77,962.73,5829.0,4222.0
2003,Jiangxi,2807.41,560.0,1227.38,1043.08,6678.0,4254.23
2004,Jiangxi,3456.7,711.7,1595.74,1188.5,8189.0,4284.0
2005,Jiangxi,4056.76,727.37,1917.47,1411.92,9440.0,4311.0
2006,Jiangxi,4820.53,786.14,2320.74,1563.65,10798.0,4339.0
2007,Jiangxi,5800.25,905.77,2840.92,1753.56,12633.0,4368.0
2008,Jiangxi,6971.05,1060.38,3414.88,2005.07,14781.0,4400.0
2009,Jiangxi,7655.18,1098.66,3919.45,2637.07,17335.0,4432.1581
2010,Jiangxi,9451.26,1206.98,5122.88,3121.4,21253.0,4462.2489
2011,Jiangxi,11702.82,1391.07,6390.55,3921.2,26150.0,4488.4367
2012,Jiangxi,12948.88,1520.23,6942.59,4486.06,28800.0,4503.9321
2013,Jiangxi,14410.19,1636.49,7671.38,5030.63,31930.0,4522.15
2014,Jiangxi,15714.63,1683.72,8247.93,5782.98,34674.0,4542.16
2015,Jiangxi,16723.78,1772.98,8411.57,6539.23,36724.0,4565.63
2016,Jiangxi,18499.0,1904.53,8829.54,7764.93,40400.0,4592.0
2017,Jiangxi,20006.31,1835.26,9627.98,8543.07,43424.3703,4622.0
2018,Jiangxi,21984.78,1877.33,10250.21,9857.24,47433.9457,4648.0
2019,Jiangxi,24757.5,2057.56,10939.83,11760.11,53164.0,4666.0
2001,Jilin,2120.35,409.1,880.84,742.54,7640.0119,2691.0
2002,Jilin,2348.54,446.17,978.37,821.58,8334.0,2699.0
2003,Jilin,2662.08,486.9,1143.39,892.33,9338.0,2703.7
2004,Jilin,3122.01,560.96,1379.31,1017.94,10932.0,2709.0
2005,Jilin,3620.27,625.61,1580.83,1413.83,13348.0,2716.0
2006,Jilin,4275.12,672.76,1915.29,1687.07,15720.0,2723.0
2007,Jilin,5284.69,783.8,2475.45,2025.44,19383.0,2730.0
2008,Jilin,6426.1,916.7,3064.63,2442.73,23514.0,2734.0
2009,Jilin,7278.75,980.57,3541.92,2756.26,26595.0,2739.55
2010,Jilin,8667.58,1050.15,4506.31,3111.12,31599.0,2746.6021
2011,Jilin,10568.83,1277.44,5611.48,3679.91,38460.0,2749.41
2012,Jilin,11939.24,1412.11,6376.77,4150.36,43415.0,2750.4
2013,Jilin,13046.4,1509.34,6858.23,4613.89,47428.0,2751.28
2014,Jilin,13803.14,1524.01,7286.59,4992.54,50160.0,2752.38
2015,Jilin,14063.13,1596.28,7005.71,5461.14,51086.0,2753.32
2016,Jilin,14776.8,1498.52,7004.95,6273.33,53868.0,2733.0
2017,Jilin,14944.53,1095.36,6998.51,6850.66,54838.0,2717.0
2018,Jilin,15074.62,1160.75,6410.85,7503.02,55610.924,2704.0
2019,Jilin,11726.82,1287.32,4134.82,6304.68,43475.0,2691.0
2001,Liaoning,5033.08,544.44,2440.55,2048.09,12040.8612,4194.0
2002,Liaoning,5458.22,590.2,2609.85,2258.17,12986.0,4203.0
2003,Liaoning,6002.54,615.8,2898.89,2487.85,14257.8147,4210.0
2004,Liaoning,6672.0,769.8962,3278.8848,2823.8711,16297.0,4217.0
2005,Liaoning,8047.26,882.41,3953.28,3173.32,18983.2013,4221.0
2006,Liaoning,9304.52,976.37,4729.5,3545.28,21788.0,4271.0
2007,Liaoning,11164.3,1133.4,5853.1,4036.99,25729.0,4298.0
2008,Liaoning,13668.58,1302.0,7512.11,4647.46,31259.0,4314.7
2009,Liaoning,15212.49,1414.9,7906.34,5891.25,35239.0,4319.0
2010,Liaoning,18457.27,1631.08,9976.82,6849.37,42355.0,4374.9
2011,Liaoning,22226.7,1915.57,12152.15,8158.98,50760.0,4383.0
2012,Liaoning,24846.43,2155.82,13230.49,9460.12,56649.0,4389.0
2013,Liaoning,27213.22,2321.63,14269.46,10486.56,61996.1727,4390.0
2014,Liaoning,28626.58,2285.75,14384.64,11956.19,65201.1844,4391.0
2015,Liaoning,28669.016,2384.03,13041.97,13243.016,65354.4122,4382.4
2016,Liaoning,22246.9,2173.06,8606.54,11467.3,50791.0,4378.0
2017,Liaoning,23409.24,1902.28,9199.8,12307.16,53526.6544,4369.0
2018,Liaoning,25315.35,2033.3,10025.1,13256.95,58007.5158,4359.0
